order_id,total_minutes_predicted
3a226ea48debc0a7ae9950d5540f2f34,59.28570048582162
9bf29b56619fcaf60b52690a848e10bb,68.30594305051616
299d948a5fd2cf2a921894b9bd24b94e,100.86793830860005
150bd9290b2125e67541098173e2cfb1,105.49406339217423
844f746ff505c01c088de90bce067b94,49.16784305305823
ab03534322f8abd3140872272570870e,113.08788048327652
068d9a11dab2ffeac029fdc36451dd68,115.00136801647366
83b182c918e77d2ffef47d4566474725,59.31883357375903
89cc5e0456aeacb7431fc9b783a8584a,75.33314017442406
7c6583b14685bd56265d6274545405a9,167.61683385785605
229d47205afee08ea5ecde7304d60afc,87.47528878864351
af24bc3ac3c3dd948a82bef0348f759f,60.17800143170925
409275a4f6b35e20bfbab66f3037ca2e,117.71859705210694
574a57d8986e3397c9b13906acd59fcb,42.54433591138816
c5e0d58824d77bc13c33118db1a6110b,96.84965836887838
906f3ab5615f1758face4454f70031b9,100.48143295466504
4f5d7e16404296d3d8cccff5f908fbd5,122.47553394902341
0eed4822a08aaacb61d1e18de3572be4,51.87201628602065
a0b1f7098b5d73a684d4b8b0302c3427,78.61303761804216
4635b91f7ef36855b002920a4b239e0c,50.515979206512014
73211742923c0796fc1ec8b182a5196b,72.18407040025876
6cf9a080f5f1b825b0235b616f41fb1e,80.62113727499398
f26e8088685904e0bcf387320b6b4b5d,99.51869882503867
2e0d7b896b8ae8acf9b6f49f9e20631b,41.27504856512146
b2bd24a8089f10b72be1cd2dceb53a99,73.33596047694
ed25d228b65dc7d3f1b6d1cd12647d10,68.12187875310254
0cd3abbaf349907a3514cb98bc1cc80a,67.41934797631662
338996aa5ed976b0d1d7e8c2038c5e35,82.61576959781607
d8687aef151502bb9553a5f60d0d8e02,50.84671816251899
717656753d51416d2e4d6e5ee37775cd,70.80105042158836
d84ced4e455cfd965842ee11377a0013,105.08433487946546
ef85b7725991d40aa78edff360398d37,64.67536442973723
cdf9fec582c965d2977c41b8d04d4381,107.35920823339039
cca189eb2b1d3207acf7e4e8543b3144,55.07613457183653
613aa2b12a93506f8e9c657be0cfc8b4,77.94767963375779
b336a35e5b1b78a8b65269a6efb32a73,104.6075912624166
89641d2e83aa222d89c952309d3e8139,70.21317429555532
ae17205f0782b933ef83dbdb8820acd7,51.0257597978269
9cd708ac73cb4c79bd0711d4b2217f4b,37.62570445044983
fa7000c783f247818db475e9b80e0c29,88.56574599724905
262ed8e0141b72e86a544d015b107659,113.15190535792864
4bf8df61ef4129f5778f1ad88246041e,78.83573101644053
19939d2a8a256b979e2f55b6fd1eab1e,87.48266481723304
7d4c2d9571ca1b4bf957795a92fd3b98,57.20768370418531
ebb07d135344c9a5042af04fceaf8bb1,81.84631781994807
9993a08a0644a3c37797b437fe116957,108.4614240817506
03ba7a78b5b5a5e8d1ab70e0c547f036,59.9266943516049
5f481c3689a79a800a724d5229d3c81e,148.95961391312798
efc9c37e922fd9bd81a793866123c83e,97.61057776116525
